,id,Date,Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month_end_day,Province
366578,366674,2019-09-05,"5 the oak, drumbear wood, monaghan",,Monaghan,18500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366580,366742,2019-09-05,"shannagh, laghey, county donegal",,Donegal,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366589,366595,2019-09-05,"13 court manor house, justice walsh rd, letterkenny",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366597,366599,2019-09-05,"14 drumard, malin, donegal",,Donegal,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366600,366722,2019-09-05,"drumina, virginia, co cavan",,Cavan,97500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366601,366609,2019-09-05,"15 st joseph's avenue, donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366624,366717,2019-09-05,"cloghoge, swanlinbar, cavan",,Cavan,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366637,366735,2019-09-05,"meendanad, burtonport, donegal",,Donegal,188000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366694,366714,2019-09-05,"campbellstown, letterkenny, donegal",,Donegal,295000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-09-30,Ulster
366757,367062,2019-10-05,"tunnyduff, bailieboro, co cavan",,Cavan,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366772,367032,2019-10-05,"killygorman, doogray post office, killeshandra",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366784,366963,2019-10-05,"82 an glean rua, killylastin, letterkenny",,Donegal,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366789,366878,2019-10-05,"31 cois locha, doohamlet, monaghan",,Monaghan,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366811,367004,2019-10-05,"carnamuggagh old, letterkenny, co donegal",,Donegal,142500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366814,366838,2019-10-05,"2 the walled garden, farnham estate, farnham",,Cavan,147500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366837,367045,2019-10-05,"no 2 ballymore, dunfanaghy, letterkenny",,Donegal,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366853,366896,2019-10-05,"39 darty park, cootehill, co cavan",,Cavan,182500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366855,367015,2019-10-05,"corraneary, canningstown, county cavan",,Cavan,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366860,366846,2019-10-05,"21 glenowen, ballinode, monaghan",,Monaghan,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366863,366844,2019-10-05,"21 bellamont view, cootehill, cavan",,Cavan,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
366869,366996,2019-10-05,"ballyboe, rathmullan, letterkenny",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
367073,367242,2019-05-13,"dundrain, burnfoot, county  donegal",,Donegal,54000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367075,367125,2019-05-13,"28 hazelwood dr, lifford, donegal",,Donegal,94000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367077,367240,2019-05-13,"drumhilla, carrigan, ballinagh",,Cavan,102500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367082,367248,2019-05-13,"inch level, speenoge, burt",,Donegal,112000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367085,367205,2019-05-13,"7 erindale, kingscourt, cavan",,Cavan,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367099,367231,2019-05-13,"bay view heights, ballyloskey, carndonagh",,Donegal,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367101,367071,2019-05-13,"1 cootehill rd, cavan, cavan",,Cavan,146000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367116,367094,2019-05-13,"19 beechwood ave, letterkenny, donegal",,Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367125,367166,2019-05-13,"52 annalee manor, ballyhaise, cavan",,Cavan,198000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367270,367343,2019-05-14,"33 gleann eaden, killyclurge, letterkenny",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367273,367420,2019-05-14,"corr lecamey lower, carndonagh, donegal",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367279,367286,2019-05-14,"146 church rd, killybegs, donegal",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367280,367435,2019-05-14,"magheraclogher, derrybeg, co. donegal",,Donegal,89000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367314,367360,2019-05-14,"5 beech hill, latt, cavan",,Cavan,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367338,367305,2019-05-14,"2 railway court, carrickmacross, monaghan",,Monaghan,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367367,367312,2019-05-14,"21 parkview, ballyjamesduff, cavan",,Cavan,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367451,367558,2019-05-15,"58 ballina cottages, falcarragh, letterkenny",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367455,367548,2019-05-15,"451 imlick villas, carrigans, lifford",,Donegal,37500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367459,367591,2019-05-15,"apartment 5, bridgeview apartments, lifford",,Donegal,46000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367470,367597,2019-05-15,"apt 39, grand central, letterkenny",,Donegal,77000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367485,367628,2019-05-15,"the bungalow, lisnageer, cootehill",,Cavan,118000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367508,367627,2019-05-15,"saras cottage, drumhaggart, muff",,Donegal,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367519,367609,2019-05-15,"belcruit west, kincasslagh, donegal",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367641,367761,2019-05-16,"74 lawnsdale, bally bofey, donegal",,Donegal,56000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367649,367791,2019-05-16,"ardsbig, ramelton, donegal",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367651,367767,2019-05-16,"9 percey french park, ballyjamesduff, cavan",,Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367665,367733,2019-05-16,"5 ceannan view, letterkenny, co donegal",,Donegal,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367672,367803,2019-05-16,"dooey lettermacaward, donegal",,Donegal,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367698,367728,2019-05-16,"48 carolina park, letterkenny, donegal",,Donegal,168000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367704,367815,2019-05-16,"main st dunfanaghy, dunfanaghy, donegal",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367847,367946,2019-05-17,"3 ard malin, malin head, county donegal",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367858,368041,2019-05-17,"92 aughnaskerry dr, cavan, cavan",,Cavan,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367868,367920,2019-05-17,"20 whitehill rd, muff, donegal",,Donegal,124900.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367881,368007,2019-05-17,"7 oakland grove, scotshouse, clones road",,Monaghan,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367888,368068,2019-05-17,"coolboybgue, cavan, co cavan",,Cavan,146667.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
367911,367968,2019-05-17,"41 kilmore willows, ballyjamesduff, cavan",,Cavan,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368114,368231,2019-05-20,"apt 35a, main strret, mullagh",,Cavan,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368119,368252,2019-05-20,"keeloges, upper inver co. donegal",,Donegal,36000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368122,368177,2019-05-20,"39 westside, pearse rd, letterkenny",,Donegal,58000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368143,368247,2019-05-20,"gortnacorrib, coolbouy, letterkenny",,Donegal,108000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368174,368175,2019-05-20,"39 an tor aonarach, rocks rd, kingscourt",,Cavan,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368282,368376,2019-05-21,"40 burnside apts, letterkenny, donegal",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368286,368455,2019-05-21,"main street, clonmany, co donegal",,Donegal,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368289,368444,2019-05-21,"cloughbolie, lettermacaward, co donegal",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368293,368344,2019-05-21,"22 grand central apts, canal rd, donegal",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368294,368432,2019-05-21,"apt 37 - grand central apts, canal road, letterkenny",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368308,368443,2019-05-21,"clonandra, redhills, co. cavan",,Cavan,131500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368316,368452,2019-05-21,"lettercau (2nd property), crolly, co. donegal",,Donegal,146000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368319,368454,2019-05-21,"lotties, gortnablade, carrigart",,Donegal,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368320,368437,2019-05-21,"aughersakilla, ballyconnell, cavan",,Cavan,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368323,368451,2019-05-21,"laghey, barr, laghey po",,Donegal,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368467,368669,2019-05-22,"ranny rd, kerrykeel, letterkenny",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368474,368621,2019-05-22,"galwolie, doochary, lettermacaward",,Donegal,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368489,368610,2019-05-22,"ballygreen, ramelton, county donegal",,Donegal,80250.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368498,368618,2019-05-22,"cornaslieve, virginia, cavan",,Cavan,103000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368499,368556,2019-05-22,"50 riverrun, loughdooley, belturbet",,Cavan,106000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368505,368529,2019-05-22,"32 oakland, letterkenny, donegal",,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368513,368468,2019-05-22,"1 pine court, glencar rd, donegal",,Donegal,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368514,368519,2019-05-22,"25 oaklands park, ballyjamesduff, cavan",,Cavan,157500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368520,368627,2019-05-22,"hilltop, iona rd, letterkenny",,Donegal,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368528,368605,2019-05-22,"apt 1, windeymere lodge, brandrum",,Monaghan,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368622,368675,2019-05-22,"tullycallick, emyvale, co monaghan",,Monaghan,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368685,368835,2019-05-23,"99 mullaghmatt, monaghan town, monaghan",,Monaghan,53269.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368691,368685,2019-05-23,"11 cluain dara, gortahork, donegal",,Donegal,67500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368692,368867,2019-05-23,"no 2 the cottages, coneyburrow road, lifford",,Donegal,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368700,368719,2019-05-23,"17 upper bree, castleblayney, co monaghan",,Monaghan,83269.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368710,368687,2019-05-23,"11 foxfield, carrickmacross, monaghan",,Monaghan,108418.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368712,368852,2019-05-23,"coohey, ballybeg, county monaghan",,Monaghan,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368741,368706,2019-05-23,"14 loreto wood, loretto road, cavan",,Cavan,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368778,368680,2019-05-23,"10 cathedral walk, latlurcan, monaghan",,Monaghan,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368886,369046,2019-05-24,"5 pearse drive, magheracar, bundoran",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368898,368995,2019-05-24,"30 elm pk, ballymagan, buncrana",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368906,368996,2019-05-24,"30 erne court, belturbet, cavan",,Cavan,78000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368909,368956,2019-05-24,"21 grand central, canal rd, letterkenny",,Donegal,86000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368989,369138,2019-05-24,"drumnaheark east, mountcharles, donegal",,Donegal,208000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
368991,369179,2019-05-24,"tyrcallen ballybofey, ballybofey, donegal",,Donegal,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369194,369196,2019-05-27,"12 palm court, arva, cavan",,Cavan,54000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369201,369320,2019-05-27,"ard glas, portsalon, co. donegal",,Donegal,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369371,369468,2019-05-28,"59 ardkeen, cavan town, cavan",,Cavan,72000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369389,369412,2019-05-28,"28 ash meadows, stranorlar, donegal",,Donegal,93000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369414,369491,2019-05-28,"88 ashfield, letterkenny, donegal",,Donegal,138000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369417,369382,2019-05-28,"18 glen alainn, mullagh, cavan",,Cavan,147500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369423,369543,2019-05-28,"blackstep, beglieve, bailieboro",,Cavan,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369537,369536,2019-05-28,"ardchicken, ballyshannon road, donegal",,Donegal,360000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369580,369803,2019-05-29,"tullydush lower, inishowen west, buncrana",,Donegal,15000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369595,369618,2019-05-29,"171 the beeches, navenny, ballybofey",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369615,369669,2019-05-29,"36 solomaon hill, letterkenny, donegal",,Donegal,133500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369616,369786,2019-05-29,"meenacladdy, gortahork, letterkenny",,Donegal,134000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369617,369656,2019-05-29,"3 gortinreagh, ballindrait, lifford",,Donegal,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369640,369580,2019-05-29,"1 cherryblossom walk, rocklands, cavan",,Cavan,172000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369643,369611,2019-05-29,"15 thorndale letterkenny, letterkenny, donegal",,Donegal,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369654,369769,2019-05-29,"culgower, meenreagh, kilmacrennan",,Donegal,187000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369679,369583,2019-05-29,"1 ross avenue, bundoran, co donegal",,Donegal,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369700,369793,2019-05-29,"san juan, golden rd, killygoan",,Monaghan,247000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369757,369804,2019-05-29,"wood rd, letterkenny, donegal",,Donegal,340000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369809,369996,2019-05-30,"ballinacor, killygordon, co donegal",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369822,369861,2019-05-30,"18 johnston court, church st, cavan",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369845,370000,2019-05-30,"burndale cottage, raphoe rd, murlough lifford",,Donegal,102000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369846,369805,2019-05-30,"1 ard crone, quay rd, dungloe",,Donegal,107000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369856,370027,2019-05-30,"knockrawer, castlefin, co donegal",,Donegal,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369877,370031,2019-05-30,"loughanoran, meenalecky, annagry",,Donegal,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
369878,370011,2019-05-30,"dennbawn, carrickaboy, cavan",,Cavan,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370066,370145,2019-05-31,"2 gerards way, carndonagh, county donegal",,Donegal,46000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370076,370372,2019-05-31,"apt 1, upper commons, castleblayney",,Monaghan,57960.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370077,370064,2019-05-31,"1 the pans, cranford, donegal",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370094,370086,2019-05-31,"12 beachpark, langanreagh, downings",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370097,370110,2019-05-31,"146 mount marion, milford, co donegal",,Donegal,92720.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370112,370448,2019-05-31,"no.2 back lane upper, back lane, ramelton",,Donegal,113000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370114,370462,2019-05-31,"the brewery, main street, arva",,Cavan,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370141,370427,2019-05-31,"kildorough glebe, ballyjamesduff, cavan",,Cavan,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370151,370219,2019-05-31,"32 sean bothair, latt, cavan",,Cavan,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370179,370317,2019-05-31,"7 percy french place, ballyjamesduff, cavan",,Cavan,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370185,370398,2019-05-31,"churchview, virginia, cavan",,Cavan,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370233,370292,2019-05-31,"58 meadow hill, kiltoy, letterkenny",,Donegal,222000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370305,370244,2019-05-31,"39 swiftbrrok glen, virginia, cavan",,Cavan,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370472,370475,2019-03-06,"4 twin oaks, bailieborough, cavan",,Cavan,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-03-31,Ulster
370480,370479,2019-03-06,"camblestown, ballymaleel, letterkenny",,Donegal,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-03-31,Ulster
370491,370595,2019-04-06,"drumacrib, castleblayney, co monaghan",,Monaghan,42000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370497,370611,2019-04-06,"main street, barwnboy, co cavan",,Cavan,66800.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370499,370535,2019-04-06,"34 moness, burt, donegal",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370514,370625,2019-04-06,"the steps house, lower main street, kingscourt",,Cavan,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370527,370598,2019-04-06,"duggan's house, ballyhaise village, ballyhaise",,Cavan,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370531,370597,2019-04-06,"drumbenagh, tydavnet, monaghan",,Monaghan,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370566,370596,2019-04-06,"drumanought, newmills, letterkenny",,Donegal,260000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370574,370602,2019-04-06,"gortnacorrib, letterkenny, donegal",,Donegal,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-04-30,Ulster
370632,370803,2019-05-06,"meenagowan, lettermacaward, county donegal",,Donegal,72000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370655,370792,2019-05-06,"iona rd, letterkenny, donegal",,Donegal,146000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370697,370674,2019-05-06,"201 the drumlins, virginia, cavan",,Cavan,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370699,370801,2019-05-06,"marian villa, magheross, carrickmacross",,Monaghan,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-05-31,Ulster
370816,371001,2019-06-06,"terrygreehan, doohamlet, castleblayney",,Monaghan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
370821,370969,2019-06-06,"castlecooley, burt, donegal",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
370823,370877,2019-06-06,"27 anne st, bailieborough, cavan",,Cavan,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
370824,370970,2019-06-06,"church st, shercock, cavan",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
370827,370910,2019-06-06,"39 greenfields, convoy, county donegal",,Donegal,77000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
370834,370894,2019-06-06,"32 woodview, bailieborough, cavan",,Cavan,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
370865,370930,2019-06-06,"53 st macartans villas, carrickmacross, monaghan",,Monaghan,171000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-06-30,Ulster
371027,371043,2019-07-06,"12 church view, st johnston, lifford",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371042,371329,2019-07-06,"gortaward, doorin, mountcharles",,Donegal,73000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371046,371228,2019-07-06,"6 latlorcan court, dublin rd, monaghan",,Monaghan,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371054,371267,2019-07-06,"9 dublin rd, ballinagh, cavan",,Cavan,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371061,371320,2019-07-06,"chapel st, ballyjamesduff, cavan",,Cavan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371076,371337,2019-07-06,"lakeview, forquar, milford",,Donegal,124500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371080,371108,2019-07-06,"21 highfield, bailieborough, co cavan",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371086,371121,2019-07-06,"24 oak manor, latt, cavan",,Cavan,131000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371124,371218,2019-07-06,"53 thornberry, letterkenny, donegal",,Donegal,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371162,371331,2019-07-06,"house c, carnamuggagh, letterkenny",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371210,371277,2019-07-06,"ailsa craig, tullagh, clonmany",,Donegal,237000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371260,371360,2019-07-06,"riverside house, ryefield, virginia",,Cavan,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-07-31,Ulster
371388,371400,2019-10-06,"17 benwhisken view, bundoran, donegal",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
371395,371449,2019-10-06,"5 lakeside view, lisnalee, cavan",,Cavan,122000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
371412,371473,2019-10-06,"93 beechgrove lawns, monaghan, monaghan",,Monaghan,172500.0,No,No,Second-Hand Dwelling house /Apartment,,2019-10-31,Ulster
371504,371613,2019-11-06,"cornish, carndonagh, donegal",,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-11-30,Ulster
371506,371514,2019-11-06,"12 cluain dara, gortahork, letterkenny",,Donegal,46667.0,No,No,Second-Hand Dwelling house /Apartment,,2019-11-30,Ulster
371526,371591,2019-11-06,"7 mullach glas crescent, monaghan, monaghan",,Monaghan,111000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-11-30,Ulster
371632,371793,2019-12-06,"apt 11 erne view, castlehill, belturbet",,Cavan,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-12-31,Ulster
371636,371714,2019-12-06,"29 ard o donnell, letterkenny, co donegal",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-12-31,Ulster
371653,371766,2019-12-06,"6 stoneybridge, bridge end, donegal",,Donegal,118000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-12-31,Ulster
371657,371806,2019-12-06,"doon, ballyconnell, co cavan",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-12-31,Ulster
371663,371813,2019-12-06,"kill glen, carrigart, letterkenny",,Donegal,147000.0,No,No,Second-Hand Dwelling house /Apartment,,2019-12-31,Ulster
